"data","count","itens","ano","mes","dia","dia_semana"
2018-06-30,17,19,2018,6,30,7
2018-07-02,25,26,2018,7,2,2
2018-07-03,12,17,2018,7,3,3
2018-07-04,19,23,2018,7,4,4
2018-07-05,5,7,2018,7,5,5
2018-07-06,13,13,2018,7,6,6
2018-07-07,15,19,2018,7,7,7
2018-07-09,2,6,2018,7,9,2
2018-07-10,3,3,2018,7,10,3
2018-07-11,4,2,2018,7,11,4
2018-07-12,30,25,2018,7,12,5
2018-07-13,29,37,2018,7,13,6
2018-07-14,27,20,2018,7,14,7
2018-07-16,15,17,2018,7,16,2
2018-07-17,21,23,2018,7,17,3
2018-07-18,13,11,2018,7,18,4
2018-07-19,19,25,2018,7,19,5
2018-07-20,17,17,2018,7,20,6
2018-07-21,47,65,2018,7,21,7
2018-07-23,37,37,2018,7,23,2
2018-07-24,14,8,2018,7,24,3
2018-07-25,5,3,2018,7,25,4
2018-07-26,83,85,2018,7,26,5
2018-07-27,23,23,2018,7,27,6
2018-07-28,41,44,2018,7,28,7
2018-07-30,56,65,2018,7,30,2
2018-07-31,26,34,2018,7,31,3
2018-08-01,5,3,2018,8,1,4
2018-08-02,20,20,2018,8,2,5
2018-08-03,40,29,2018,8,3,6
2018-08-04,20,27,2018,8,4,7
2018-08-06,27,39,2018,8,6,2
2018-08-07,18,12,2018,8,7,3
2018-08-08,38,23,2018,8,8,4
2018-08-09,10,11,2018,8,9,5
2018-08-10,36,43,2018,8,10,6
2018-08-11,43,53,2018,8,11,7
2018-08-13,21,16,2018,8,13,2
2018-08-14,31,29,2018,8,14,3
2018-08-15,17,13,2018,8,15,4
2018-08-16,34,44,2018,8,16,5
2018-08-17,34,35,2018,8,17,6
2018-08-18,31,40,2018,8,18,7
2018-08-20,33,14,2018,8,20,2
2018-08-21,13,19,2018,8,21,3
2018-08-22,22,20,2018,8,22,4
2018-08-23,21,6,2018,8,23,5
2018-08-24,34,11,2018,8,24,6
2018-08-25,15,16,2018,8,25,7
2018-08-27,21,25,2018,8,27,2
2018-08-28,12,15,2018,8,28,3
2018-08-29,13,12,2018,8,29,4
2018-08-30,142,131,2018,8,30,5
2018-08-31,38,42,2018,8,31,6
2018-09-01,37,49,2018,9,1,7
2018-09-03,30,28,2018,9,3,2
2018-09-04,6,3,2018,9,4,3
2018-09-05,16,18,2018,9,5,4
2018-09-06,27,34,2018,9,6,5
2018-09-08,12,13,2018,9,8,7
2018-09-10,10,9,2018,9,10,2
2018-09-11,19,15,2018,9,11,3
2018-09-12,14,9,2018,9,12,4
2018-09-13,18,27,2018,9,13,5
2018-09-14,29,43,2018,9,14,6
2018-09-15,68,53,2018,9,15,7
2018-09-17,23,22,2018,9,17,2
2018-09-18,24,31,2018,9,18,3
2018-09-19,30,33,2018,9,19,4
2018-09-21,13,11,2018,9,21,6
2018-09-22,55,33,2018,9,22,7
2018-09-24,10,15,2018,9,24,2
2018-09-25,11,13,2018,9,25,3
2018-09-26,11,9,2018,9,26,4
2018-09-27,55,57,2018,9,27,5
2018-09-28,30,35,2018,9,28,6
2018-09-29,90,89,2018,9,29,7
2018-10-01,35,21,2018,10,1,2
2018-10-02,3,0,2018,10,2,3
2018-10-03,6,6,2018,10,3,4
2018-10-04,7,9,2018,10,4,5
2018-10-05,28,28,2018,10,5,6
2018-10-06,119,113,2018,10,6,7
2018-10-08,26,29,2018,10,8,2
2018-10-09,31,35,2018,10,9,3
2018-10-10,14,17,2018,10,10,4
2018-10-11,14,10,2018,10,11,5
2018-10-13,79,85,2018,10,13,7
2018-10-15,8,8,2018,10,15,2
2018-10-16,33,53,2018,10,16,3
2018-10-17,22,22,2018,10,17,4
2018-10-18,16,13,2018,10,18,5
2018-10-19,20,34,2018,10,19,6
2018-10-20,51,53,2018,10,20,7
2018-10-22,10,3,2018,10,22,2
2018-10-23,21,19,2018,10,23,3
2018-10-24,12,13,2018,10,24,4
2018-10-25,18,14,2018,10,25,5
2018-10-26,13,15,2018,10,26,6
2018-10-27,36,43,2018,10,27,7
2018-10-29,16,18,2018,10,29,2
2018-10-30,3,3,2018,10,30,3
2018-10-31,17,11,2018,10,31,4
2018-11-01,15,21,2018,11,1,5
2018-11-03,19,23,2018,11,3,7
2018-11-05,22,20,2018,11,5,2
2018-11-06,11,9,2018,11,6,3
2018-11-07,7,0,2018,11,7,4
2018-11-08,21,17,2018,11,8,5
2018-11-09,14,13,2018,11,9,6
2018-11-10,33,33,2018,11,10,7
2018-11-12,55,62,2018,11,12,2
2018-11-13,18,15,2018,11,13,3
2018-11-14,7,7,2018,11,14,4
2018-11-16,52,80,2018,11,16,6
2018-11-17,36,37,2018,11,17,7
2018-11-19,12,19,2018,11,19,2
2018-11-20,20,8,2018,11,20,3
2018-11-21,5,3,2018,11,21,4
2018-11-22,99,98,2018,11,22,5
2018-11-23,116,127,2018,11,23,6
2018-11-24,280,264,2018,11,24,7
2018-11-26,17,29,2018,11,26,2
2018-11-27,15,11,2018,11,27,3
2018-11-28,37,22,2018,11,28,4
2018-11-29,19,15,2018,11,29,5
2018-11-30,28,-5,2018,11,30,6
2018-12-01,28,24,2018,12,1,7
2018-12-03,15,28,2018,12,3,2
2018-12-04,20,16,2018,12,4,3
2018-12-05,33,29,2018,12,5,4
2018-12-06,91,107,2018,12,6,5
2018-12-07,26,34,2018,12,7,6
2018-12-08,68,81,2018,12,8,7
2018-12-10,39,36,2018,12,10,2
2018-12-11,53,52,2018,12,11,3
2018-12-12,27,25,2018,12,12,4
2018-12-13,41,44,2018,12,13,5
2018-12-14,86,71,2018,12,14,6
2018-12-15,59,53,2018,12,15,7
2018-12-16,34,26,2018,12,16,1
2018-12-17,31,18,2018,12,17,2
2018-12-18,56,49,2018,12,18,3
2018-12-19,53,43,2018,12,19,4
2018-12-20,46,45,2018,12,20,5
2018-12-21,36,23,2018,12,21,6
2018-12-22,64,92,2018,12,22,7
2018-12-23,27,18,2018,12,23,1
2018-12-24,65,51,2018,12,24,2
2018-12-26,23,22,2018,12,26,4
2018-12-27,45,48,2018,12,27,5
2018-12-28,9,1,2018,12,28,6
2018-12-29,16,9,2018,12,29,7
2018-12-31,29,27,2018,12,31,2
2019-01-02,21,16,2019,1,2,4
2019-01-03,12,8,2019,1,3,5
2019-01-04,6,4,2019,1,4,6
2019-01-05,30,22,2019,1,5,7
2019-01-07,21,29,2019,1,7,2
2019-01-08,69,80,2019,1,8,3
2019-01-09,26,44,2019,1,9,4
2019-01-10,33,34,2019,1,10,5
2019-01-11,36,18,2019,1,11,6
2019-01-12,17,18,2019,1,12,7
2019-01-14,34,39,2019,1,14,2
2019-01-15,17,17,2019,1,15,3
2019-01-16,44,43,2019,1,16,4
2019-01-17,8,9,2019,1,17,5
2019-01-18,18,20,2019,1,18,6
2019-01-19,34,35,2019,1,19,7
2019-01-21,15,32,2019,1,21,2
2019-01-22,16,16,2019,1,22,3
2019-01-23,7,9,2019,1,23,4
2019-01-24,15,18,2019,1,24,5
2019-01-25,36,33,2019,1,25,6
2019-01-26,5,5,2019,1,26,7
2019-01-28,57,-1,2019,1,28,2
2019-01-29,14,15,2019,1,29,3
2019-01-30,28,29,2019,1,30,4
2019-01-31,59,13,2019,1,31,5
2019-02-01,59,54,2019,2,1,6
2019-02-02,28,28,2019,2,2,7
2019-02-04,2,-2,2019,2,4,2
2019-02-05,7,5,2019,2,5,3
2019-02-06,8,7,2019,2,6,4
2019-02-07,10,16,2019,2,7,5
2019-02-08,31,41,2019,2,8,6
2019-02-09,41,63,2019,2,9,7
2019-02-11,10,8,2019,2,11,2
2019-02-12,16,15,2019,2,12,3
2019-02-13,7,9,2019,2,13,4
2019-02-14,6,4,2019,2,14,5
2019-02-15,13,14,2019,2,15,6
2019-02-16,20,20,2019,2,16,7
2019-02-18,21,24,2019,2,18,2
2019-02-19,5,3,2019,2,19,3
2019-02-20,11,9,2019,2,20,4
2019-02-21,17,16,2019,2,21,5
2019-02-22,35,34,2019,2,22,6
2019-02-23,26,27,2019,2,23,7
2019-02-25,9,14,2019,2,25,2
2019-02-26,11,4,2019,2,26,3
2019-02-27,13,11,2019,2,27,4
2019-02-28,41,42,2019,2,28,5
2019-03-01,24,31,2019,3,1,6
2019-03-02,23,20,2019,3,2,7
2019-03-04,33,56,2019,3,4,2
2019-03-06,7,8,2019,3,6,4
2019-03-07,4,4,2019,3,7,5
2019-03-08,20,23,2019,3,8,6
2019-03-09,19,22,2019,3,9,7
2019-03-11,14,13,2019,3,11,2
2019-03-12,8,8,2019,3,12,3
2019-03-13,22,21,2019,3,13,4
2019-03-14,15,13,2019,3,14,5
2019-03-15,25,29,2019,3,15,6
2019-03-16,26,18,2019,3,16,7
2019-03-18,34,16,2019,3,18,2
2019-03-19,9,11,2019,3,19,3
2019-03-20,10,10,2019,3,20,4
2019-03-21,12,22,2019,3,21,5
2019-03-22,51,52,2019,3,22,6
2019-03-23,34,40,2019,3,23,7
2019-03-25,17,21,2019,3,25,2
2019-03-26,29,27,2019,3,26,3
2019-03-27,29,43,2019,3,27,4
2019-03-28,17,17,2019,3,28,5
2019-03-29,28,36,2019,3,29,6
2019-03-30,41,40,2019,3,30,7
2019-04-01,3,5,2019,4,1,2
2019-04-02,12,18,2019,4,2,3
2019-04-03,7,3,2019,4,3,4
2019-04-04,30,24,2019,4,4,5
2019-04-05,15,15,2019,4,5,6
2019-04-06,56,44,2019,4,6,7
2019-04-08,18,23,2019,4,8,2
2019-04-09,10,12,2019,4,9,3
2019-04-10,40,38,2019,4,10,4
2019-04-11,12,20,2019,4,11,5
2019-04-12,30,39,2019,4,12,6
2019-04-13,23,28,2019,4,13,7
2019-04-15,6,7,2019,4,15,2
2019-04-16,22,14,2019,4,16,3
2019-04-17,13,18,2019,4,17,4
2019-04-18,18,19,2019,4,18,5
2019-04-20,11,9,2019,4,20,7
2019-04-22,19,14,2019,4,22,2
2019-04-23,20,17,2019,4,23,3
2019-04-24,12,14,2019,4,24,4
2019-04-25,22,18,2019,4,25,5
2019-04-26,33,31,2019,4,26,6
2019-04-27,27,31,2019,4,27,7
2019-04-29,19,16,2019,4,29,2
2019-04-30,30,24,2019,4,30,3
2019-05-02,18,16,2019,5,2,5
2019-05-03,11,15,2019,5,3,6
2019-05-04,8,8,2019,5,4,7
2019-05-06,9,10,2019,5,6,2
2019-05-07,10,10,2019,5,7,3
2019-05-08,12,14,2019,5,8,4
2019-05-09,11,11,2019,5,9,5
2019-05-10,35,31,2019,5,10,6
2019-05-11,41,30,2019,5,11,7
2019-05-13,16,13,2019,5,13,2
2019-05-14,37,54,2019,5,14,3
2019-05-15,10,12,2019,5,15,4
2019-05-16,21,17,2019,5,16,5
2019-05-17,40,18,2019,5,17,6
2019-05-18,22,22,2019,5,18,7
2019-05-20,23,18,2019,5,20,2
2019-05-21,17,16,2019,5,21,3
2019-05-22,23,27,2019,5,22,4
2019-05-23,54,32,2019,5,23,5
2019-05-24,26,13,2019,5,24,6
2019-05-25,32,30,2019,5,25,7
2019-05-27,13,18,2019,5,27,2
2019-05-28,15,13,2019,5,28,3
2019-05-29,25,21,2019,5,29,4
2019-05-30,16,27,2019,5,30,5
2019-05-31,25,26,2019,5,31,6
2019-06-01,38,43,2019,6,1,7
2019-06-03,1,1,2019,6,3,2
2019-06-04,5,3,2019,6,4,3
2019-06-05,13,7,2019,6,5,4
2019-06-06,37,45,2019,6,6,5
2019-06-07,24,25,2019,6,7,6
2019-06-08,19,20,2019,6,8,7
2019-06-10,11,10,2019,6,10,2
2019-06-11,8,6,2019,6,11,3
2019-06-12,8,10,2019,6,12,4
2019-06-13,10,7,2019,6,13,5
2019-06-14,19,22,2019,6,14,6
2019-06-15,41,17,2019,6,15,7
2019-06-17,3,4,2019,6,17,2
2019-06-18,10,12,2019,6,18,3
2019-06-19,10,13,2019,6,19,4
2019-06-21,8,7,2019,6,21,6
2019-06-22,22,24,2019,6,22,7
2019-06-24,13,13,2019,6,24,2
2019-06-25,2,3,2019,6,25,3
2019-06-26,27,23,2019,6,26,4
2019-06-27,1,1,2019,6,27,5
2019-06-28,15,10,2019,6,28,6
2019-06-29,56,52,2019,6,29,7
2019-07-01,8,8,2019,7,1,2
2019-07-02,14,12,2019,7,2,3
2019-07-03,19,17,2019,7,3,4
2019-07-04,18,9,2019,7,4,5
2019-07-05,30,27,2019,7,5,6
2019-07-06,34,34,2019,7,6,7
2019-07-08,23,26,2019,7,8,2
2019-07-09,18,22,2019,7,9,3
2019-07-10,35,22,2019,7,10,4
2019-07-11,22,10,2019,7,11,5
2019-07-12,12,13,2019,7,12,6
2019-07-13,24,23,2019,7,13,7
2019-07-15,21,18,2019,7,15,2
2019-07-16,4,0,2019,7,16,3
2019-07-17,3,4,2019,7,17,4
2019-07-18,12,17,2019,7,18,5
2019-07-19,11,6,2019,7,19,6
2019-07-20,9,7,2019,7,20,7
2019-07-22,11,9,2019,7,22,2
2019-07-23,6,7,2019,7,23,3
2019-07-24,12,13,2019,7,24,4
2019-07-26,11,9,2019,7,26,6
2019-07-27,18,14,2019,7,27,7
2019-07-29,10,10,2019,7,29,2
2019-07-30,2,2,2019,7,30,3
2019-07-31,31,4,2019,7,31,4
2019-08-01,32,36,2019,8,1,5
2019-08-02,7,8,2019,8,2,6
2019-08-03,25,26,2019,8,3,7
2019-08-05,9,9,2019,8,5,2
2019-08-06,16,3,2019,8,6,3
2019-08-07,25,25,2019,8,7,4
2019-08-08,25,20,2019,8,8,5
2019-08-09,44,44,2019,8,9,6
2019-08-10,35,40,2019,8,10,7
2019-08-12,19,16,2019,8,12,2
2019-08-13,12,10,2019,8,13,3
2019-08-14,6,8,2019,8,14,4
2019-08-15,8,9,2019,8,15,5
2019-08-16,21,20,2019,8,16,6
2019-08-17,11,16,2019,8,17,7
2019-08-19,8,6,2019,8,19,2
2019-08-20,9,9,2019,8,20,3
2019-08-21,8,8,2019,8,21,4
2019-08-22,15,15,2019,8,22,5
2019-08-23,33,31,2019,8,23,6
2019-08-24,16,17,2019,8,24,7
2019-08-26,16,26,2019,8,26,2
2019-08-27,13,10,2019,8,27,3
2019-08-28,6,9,2019,8,28,4
2019-08-29,25,24,2019,8,29,5
2019-08-30,46,44,2019,8,30,6
2019-08-31,69,58,2019,8,31,7
2019-09-02,25,24,2019,9,2,2
2019-09-03,11,11,2019,9,3,3
2019-09-04,25,3,2019,9,4,4
2019-09-05,8,7,2019,9,5,5
2019-09-06,13,17,2019,9,6,6
2019-09-09,25,24,2019,9,9,2
2019-09-10,22,20,2019,9,10,3
2019-09-11,21,15,2019,9,11,4
2019-09-12,12,12,2019,9,12,5
2019-09-13,45,29,2019,9,13,6
2019-09-14,43,47,2019,9,14,7
2019-09-16,16,6,2019,9,16,2
2019-09-17,16,16,2019,9,17,3
2019-09-18,25,22,2019,9,18,4
2019-09-19,7,8,2019,9,19,5
2019-09-21,16,22,2019,9,21,7
2019-09-23,16,27,2019,9,23,2
2019-09-24,22,33,2019,9,24,3
2019-09-25,7,7,2019,9,25,4
2019-09-26,5,6,2019,9,26,5
2019-09-27,29,32,2019,9,27,6
2019-09-28,45,54,2019,9,28,7
2019-09-30,20,20,2019,9,30,2
2019-10-01,12,8,2019,10,1,3
2019-10-02,30,36,2019,10,2,4
2019-10-03,14,9,2019,10,3,5
2019-10-04,15,15,2019,10,4,6
2019-10-05,34,37,2019,10,5,7
2019-10-07,21,18,2019,10,7,2
2019-10-08,26,17,2019,10,8,3
2019-10-09,11,13,2019,10,9,4
2019-10-10,68,44,2019,10,10,5
2019-10-11,104,118,2019,10,11,6
2019-10-12,2,2,2019,10,12,7
2019-10-14,112,136,2019,10,14,2
2019-10-15,39,38,2019,10,15,3
2019-10-16,19,22,2019,10,16,4
2019-10-17,14,14,2019,10,17,5
2019-10-18,23,30,2019,10,18,6
2019-10-19,17,13,2019,10,19,7
2019-10-21,8,13,2019,10,21,2
2019-10-22,6,1,2019,10,22,3
2019-10-23,5,9,2019,10,23,4
2019-10-24,19,14,2019,10,24,5
2019-10-25,26,33,2019,10,25,6
2019-10-26,18,18,2019,10,26,7
2019-10-28,23,17,2019,10,28,2
2019-10-29,3,0,2019,10,29,3
2019-10-30,9,11,2019,10,30,4
2019-10-31,14,11,2019,10,31,5
2019-11-01,32,33,2019,11,1,6
2019-11-04,16,15,2019,11,4,2
2019-11-05,12,21,2019,11,5,3
2019-11-06,32,19,2019,11,6,4
2019-11-07,18,23,2019,11,7,5
2019-11-08,23,26,2019,11,8,6
2019-11-09,44,49,2019,11,9,7
2019-11-11,30,30,2019,11,11,2
2019-11-12,23,28,2019,11,12,3
2019-11-13,16,18,2019,11,13,4
2019-11-14,19,21,2019,11,14,5
2019-11-16,31,36,2019,11,16,7
2019-11-18,8,4,2019,11,18,2
2019-11-19,2,3,2019,11,19,3
2019-11-20,2,2,2019,11,20,4
2019-11-21,90,101,2019,11,21,5
2019-11-22,174,139,2019,11,22,6
2019-11-23,185,205,2019,11,23,7
2019-11-25,13,13,2019,11,25,2
2019-11-26,5,11,2019,11,26,3
2019-11-27,9,11,2019,11,27,4
2019-11-28,19,14,2019,11,28,5
2019-11-29,27,22,2019,11,29,6
2019-11-30,10,10,2019,11,30,7
2019-12-02,26,33,2019,12,2,2
2019-12-03,31,28,2019,12,3,3
2019-12-04,10,13,2019,12,4,4
2019-12-05,13,15,2019,12,5,5
2019-12-06,56,57,2019,12,6,6
2019-12-07,33,33,2019,12,7,7
2019-12-08,4,2,2019,12,8,1
2019-12-09,8,6,2019,12,9,2
2019-12-10,10,9,2019,12,10,3
2019-12-11,43,37,2019,12,11,4
2019-12-12,24,22,2019,12,12,5
2019-12-13,53,52,2019,12,13,6
2019-12-14,51,41,2019,12,14,7
2019-12-15,23,23,2019,12,15,1
2019-12-16,47,42,2019,12,16,2
2019-12-17,28,19,2019,12,17,3
2019-12-18,37,48,2019,12,18,4
2019-12-19,40,21,2019,12,19,5
2019-12-20,28,31,2019,12,20,6
2019-12-21,27,22,2019,12,21,7
2019-12-22,10,15,2019,12,22,1
2019-12-23,78,68,2019,12,23,2
2019-12-24,86,70,2019,12,24,3
2019-12-26,17,19,2019,12,26,5
2019-12-27,25,22,2019,12,27,6
2019-12-28,4,0,2019,12,28,7
2019-12-30,32,34,2019,12,30,2
2019-12-31,22,24,2019,12,31,3
2020-01-02,17,24,2020,1,2,5
2020-01-03,20,23,2020,1,3,6
2020-01-04,5,1,2020,1,4,7
2020-01-06,16,8,2020,1,6,2
2020-01-07,26,24,2020,1,7,3
2020-01-08,67,67,2020,1,8,4
2020-01-09,39,50,2020,1,9,5
2020-01-10,33,37,2020,1,10,6
2020-01-11,38,36,2020,1,11,7
2020-01-13,68,83,2020,1,13,2
2020-01-14,19,17,2020,1,14,3
2020-01-15,52,52,2020,1,15,4
2020-01-16,8,4,2020,1,16,5
2020-01-17,67,73,2020,1,17,6
2020-01-18,13,11,2020,1,18,7
2020-01-20,13,7,2020,1,20,2
2020-01-21,61,56,2020,1,21,3
2020-01-22,15,14,2020,1,22,4
2020-01-23,10,12,2020,1,23,5
2020-01-24,9,7,2020,1,24,6
2020-01-25,43,49,2020,1,25,7
2020-01-27,8,8,2020,1,27,2
2020-01-28,1,2,2020,1,28,3
2020-01-29,11,8,2020,1,29,4
2020-01-30,24,21,2020,1,30,5
2020-01-31,7,7,2020,1,31,6
2020-02-01,19,17,2020,2,1,7
2020-02-03,11,22,2020,2,3,2
2020-02-04,15,15,2020,2,4,3
2020-02-05,13,13,2020,2,5,4
2020-02-06,16,19,2020,2,6,5
2020-02-07,6,7,2020,2,7,6
2020-02-08,29,29,2020,2,8,7
2020-02-10,42,41,2020,2,10,2
2020-02-11,19,15,2020,2,11,3
2020-02-12,22,6,2020,2,12,4
2020-02-13,22,23,2020,2,13,5
2020-02-14,38,37,2020,2,14,6
2020-02-15,47,50,2020,2,15,7
2020-02-17,10,12,2020,2,17,2
2020-02-18,33,24,2020,2,18,3
2020-02-19,37,34,2020,2,19,4
2020-02-20,13,21,2020,2,20,5
2020-02-21,13,12,2020,2,21,6
2020-02-22,20,19,2020,2,22,7
2020-02-24,4,4,2020,2,24,2
